product_id,produto,variacao_shopee,sku_pai,sku_variacao
22099029875,Decoracao Halloween Ceifador,Sem vela,DEC-CEIFADOR,DEC-CEIFADOR-PLA-SVE-U
22099029875,Decoracao Halloween Ceifador,Com Vela,DEC-CEIFADOR,DEC-CEIFADOR-PLA-CVE-U
22193557634,Coletor de Po para furadeira,-,FER-COLETORPO,FER-COLETORPO-PLA-STD-U
22593858403,Marcadores cortador pascoa coelhos,1,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V1-U
22593858403,Marcadores cortador pascoa coelhos,2,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V2-U
22593858403,Marcadores cortador pascoa coelhos,3,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V3-U
22593858403,Marcadores cortador pascoa coelhos,4,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V4-U
22593858403,Marcadores cortador pascoa coelhos,5,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V5-U
22593858403,Marcadores cortador pascoa coelhos,6,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V6-U
22593858403,Marcadores cortador pascoa coelhos,7,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V7-U
22593858403,Marcadores cortador pascoa coelhos,8,COR-PASCCOELHO,COR-PASCCOELHO-PLA-V8-U
22493624102,Organizador de cabo engate rapido coaxial,"Preto,4",ORG-ENGATE,ORG-ENGATE-PLA-PRT-04
22493624102,Organizador de cabo engate rapido coaxial,"Preto,8",ORG-ENGATE,ORG-ENGATE-PLA-PRT-08
22493624102,Organizador de cabo engate rapido coaxial,"Preto,12",ORG-ENGATE,ORG-ENGATE-PLA-PRT-12
22493624102,Organizador de cabo engate rapido coaxial,"Preto,20",ORG-ENGATE,ORG-ENGATE-PLA-PRT-20
22493624102,Organizador de cabo engate rapido coaxial,"Branco,4",ORG-ENGATE,ORG-ENGATE-PLA-BRC-04
22493624102,Organizador de cabo engate rapido coaxial,"Branco,8",ORG-ENGATE,ORG-ENGATE-PLA-BRC-08
22493624102,Organizador de cabo engate rapido coaxial,"Branco,12",ORG-ENGATE,ORG-ENGATE-PLA-BRC-12
22493624102,Organizador de cabo engate rapido coaxial,"Branco,20",ORG-ENGATE,ORG-ENGATE-PLA-BRC-20
22198934724,Hub de Filamento Bambu Lab A1,-,IMP-HUBFILAM,IMP-HUBFILAM-PLA-STD-U
22198085056,Reparo de Tomada 4x2 Angulado,"somente parafusos,2",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPA-02
22198085056,Reparo de Tomada 4x2 Angulado,"somente parafusos,4",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPA-04
22198085056,Reparo de Tomada 4x2 Angulado,"somente parafusos,6",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPA-06
22198085056,Reparo de Tomada 4x2 Angulado,"somente parafusos,8",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPA-08
22198085056,Reparo de Tomada 4x2 Angulado,"somente parafusos,10",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPA-10
22198085056,Reparo de Tomada 4x2 Angulado,"Sem parafusos,2",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPF-02
22198085056,Reparo de Tomada 4x2 Angulado,"Sem parafusos,4",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPF-04
22198085056,Reparo de Tomada 4x2 Angulado,"Sem parafusos,6",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPF-06
22198085056,Reparo de Tomada 4x2 Angulado,"Sem parafusos,8",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPF-08
22198085056,Reparo de Tomada 4x2 Angulado,"Sem parafusos,10",ELE-TOMADAANG,ELE-TOMADAANG-PLA-SPF-10
22198085056,Reparo de Tomada 4x2 Angulado,"parafusos + buchas,2",ELE-TOMADAANG,ELE-TOMADAANG-PLA-CPB-02
22198085056,Reparo de Tomada 4x2 Angulado,"parafusos + buchas,4",ELE-TOMADAANG,ELE-TOMADAANG-PLA-CPB-04
22198085056,Reparo de Tomada 4x2 Angulado,"parafusos + buchas,6",ELE-TOMADAANG,ELE-TOMADAANG-PLA-CPB-06
22198085056,Reparo de Tomada 4x2 Angulado,"parafusos + buchas,8",ELE-TOMADAANG,ELE-TOMADAANG-PLA-CPB-08
22198085056,Reparo de Tomada 4x2 Angulado,"parafusos + buchas,10",ELE-TOMADAANG,ELE-TOMADAANG-PLA-CPB-10
22394519369,Vela fantasma flutuante halloween,Baixa (7CM),DEC-FANTASMA,DEC-FANTASMA-PLA-STD-P
22394519369,Vela fantasma flutuante halloween,Alta (9CM),DEC-FANTASMA,DEC-FANTASMA-PLA-STD-G
22393533403,Kit Cortadores Coracao 3 Tamanhos,-,COR-CORACAO,COR-CORACAO-PLA-STD-U
22493616596,Kit Cortadores Tema Pascoa 5 Desenhos,-,COR-PASCOA5,COR-PASCOA5-PLA-STD-U
22598785656,Acessorio extra colecao Urban,Oculos Sol,BON-URBANACES,BON-URBANACES-PLA-OSO-U
22598785656,Acessorio extra colecao Urban,Oculos Grau,BON-URBANACES,BON-URBANACES-PLA-OGR-U
22598785656,Acessorio extra colecao Urban,Blusa,BON-URBANACES,BON-URBANACES-PLA-BLU-U
22598785656,Acessorio extra colecao Urban,Calca,BON-URBANACES,BON-URBANACES-PLA-CAL-U
22598785656,Acessorio extra colecao Urban,Tenis,BON-URBANACES,BON-URBANACES-PLA-TEN-U
22598068918,Cortador com carimbo Boneco de gengibre,-,COR-GENGIBRE,COR-GENGIBRE-PLA-STD-G
22493628876,Vasinho suculenta Pac Man,Laranja,VAS-PACMAN,VAS-PACMAN-PLA-LRJ-P
22493628876,Vasinho suculenta Pac Man,Azul Transformado,VAS-PACMAN,VAS-PACMAN-PLA-AZT-P
22493628876,Vasinho suculenta Pac Man,Amarelo Pac Man,VAS-PACMAN,VAS-PACMAN-PLA-AMR-P
22493628876,Vasinho suculenta Pac Man,Vermelho Neon,VAS-PACMAN,VAS-PACMAN-PLA-VNE-P
22493628876,Vasinho suculenta Pac Man,Azul,VAS-PACMAN,VAS-PACMAN-PLA-AZL-P
22493628876,Vasinho suculenta Pac Man,Vermelho,VAS-PACMAN,VAS-PACMAN-PLA-VRM-P
22493628876,Vasinho suculenta Pac Man,Rosa Bebe,VAS-PACMAN,VAS-PACMAN-PLA-RSA-P
23198069098,Suporte Celular banco concha recaro,-,SUP-RECARO,SUP-RECARO-PLA-STD-U
22694522409,Lanterna dos Mortos-Vivos halloween,-,DEC-LANTERNA,DEC-LANTERNA-PLA-STD-U
22793822661,Boneco figure Taz-Mania,-,BON-TAZ,BON-TAZ-PLA-STD-U
22894678563,Kit 3 Mini Anjinhos Natalinos,1,DEC-ANJINHOS,DEC-ANJINHOS-PLA-V1-U
22894678563,Kit 3 Mini Anjinhos Natalinos,2,DEC-ANJINHOS,DEC-ANJINHOS-PLA-V2-U
22894678563,Kit 3 Mini Anjinhos Natalinos,3,DEC-ANJINHOS,DEC-ANJINHOS-PLA-V3-U
22894678563,Kit 3 Mini Anjinhos Natalinos,4,DEC-ANJINHOS,DEC-ANJINHOS-PLA-V4-U
22894678563,Kit 3 Mini Anjinhos Natalinos,Com detalhes,DEC-ANJINHOS,DEC-ANJINHOS-PLA-DET-U
22899343203,Taca da copa do mundo 2026,10 CM,DEC-TACACOPA,DEC-TACACOPA-PLA-STD-P
22899343203,Taca da copa do mundo 2026,15 CM,DEC-TACACOPA,DEC-TACACOPA-PLA-STD-M
22899343203,Taca da copa do mundo 2026,20 CM,DEC-TACACOPA,DEC-TACACOPA-PLA-STD-G
22899343203,Taca da copa do mundo 2026,Chaveiro,DEC-TACACOPA,DEC-TACACOPA-PLA-STD-CHV
22898063650,Cortador com carimbo Papai Noel,-,COR-PAPAINOEL,COR-PAPAINOEL-PLA-STD-U
23194421924,Boneco figure Looney Tunes Versao Mini,Frajola,BON-LOONEY,BON-LOONEY-PLA-FRA-P
23194421924,Boneco figure Looney Tunes Versao Mini,Pernalonga,BON-LOONEY,BON-LOONEY-PLA-PER-P
23194421924,Boneco figure Looney Tunes Versao Mini,Patolino,BON-LOONEY,BON-LOONEY-PLA-PAT-P
23194421924,Boneco figure Looney Tunes Versao Mini,Kit com os 3 personagens,BON-LOONEY,BON-LOONEY-PLA-KIT-P
23194662959,Anjo com Vela Eletronica Natal,-,DEC-ANJOVELA,DEC-ANJOVELA-PLA-STD-U
23398932121,Kit Hotend Troca Rapida Bambu Lab A1,0.4,IMP-HOTEND,IMP-HOTEND-PLA-STD-04
23298184310,Cortador Pata de Cachorro e Gato,Pata gato,COR-PATAPET,COR-PATAPET-PLA-GAT-U
23298184310,Cortador Pata de Cachorro e Gato,Pata cachorro,COR-PATAPET,COR-PATAPET-PLA-CAO-U
23298184310,Cortador Pata de Cachorro e Gato,Patinhas,COR-PATAPET,COR-PATAPET-PLA-PAT-U
23298184310,Cortador Pata de Cachorro e Gato,Todos,COR-PATAPET,COR-PATAPET-PLA-KIT-U
23399309521,Escultura Nossa Senhora,8 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-08
23399309521,Escultura Nossa Senhora,10 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-10
23399309521,Escultura Nossa Senhora,14 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-14
23399309521,Escultura Nossa Senhora,16 (CM),DEC-NSENHORA,DEC-NSENHORA-PLA-STD-16
23593677882,Cortador pascoa religioso Jesus Premium,Maozinha,COR-PASCJESUS,COR-PASCJESUS-PLA-MAO-U
23593677882,Cortador pascoa religioso Jesus Premium,Cruz,COR-PASCJESUS,COR-PASCJESUS-PLA-CRU-U
23593677882,Cortador pascoa religioso Jesus Premium,Janela,COR-PASCJESUS,COR-PASCJESUS-PLA-JAN-U
23493624785,Kit 2un Suporte de parede para capacete,Parafuso + Buchas,SUP-CAPACETE,SUP-CAPACETE-PLA-CPB-02
23493624785,Kit 2un Suporte de parede para capacete,Sem buchas,SUP-CAPACETE,SUP-CAPACETE-PLA-SBU-02
23493624785,Kit 2un Suporte de parede para capacete,Somente parafusos,SUP-CAPACETE,SUP-CAPACETE-PLA-SPA-02
23698114197,Kit chaveiro 3 soldados Round 6,-,CHV-ROUND6,CHV-ROUND6-PLA-STD-U
23493830529,Jogo Round 6 Gonggi pedrinhas,Pedrinhas + Suporte,BRQ-GONGGI,BRQ-GONGGI-PLA-CSU-U
23493830529,Jogo Round 6 Gonggi pedrinhas,Pedrinhas,BRQ-GONGGI,BRQ-GONGGI-PLA-SPE-U
23993518134,Kit Cortadores Tema Natal 7 Desenhos,-,COR-NATAL7,COR-NATAL7-PLA-STD-U
23793542286,Dock carregador MagSafe Samsung S23,Preto,SUP-DOCKS23,SUP-DOCKS23-PLA-PRT-U
23793542286,Dock carregador MagSafe Samsung S23,Branco,SUP-DOCKS23,SUP-DOCKS23-PLA-BRC-U
23793542286,Dock carregador MagSafe Samsung S23,Cinza,SUP-DOCKS23,SUP-DOCKS23-PLA-CNZ-U
23993584449,Escorredor de talheres elefante,Preto,ORG-ELEFANTE,ORG-ELEFANTE-PLA-PRT-U
23993584449,Escorredor de talheres elefante,Branco,ORG-ELEFANTE,ORG-ELEFANTE-PLA-BRC-U
58252790794,Mini Maozinha Dedoche,Azul,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-AZL-U
58252790794,Mini Maozinha Dedoche,Marrom,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-MRR-U
58252790794,Mini Maozinha Dedoche,Branco,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-BRC-U
58252790794,Mini Maozinha Dedoche,Preto,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-PRT-U
58252790794,Mini Maozinha Dedoche,Bege,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-BEG-U
58252790794,Mini Maozinha Dedoche,Verde,BRQ-DEDOCHE,BRQ-DEDOCHE-PLA-VRD-U
58204523207,Impressora 3D Flashforge AD5X com Kit,-,IMP-FLASHAD5X,IMP-FLASHAD5X-PLA-STD-U
23998051904,Nicho Expositor miniaturas 1/64 10 Posicoes,Preto,ORG-NICHO164,ORG-NICHO164-PLA-PRT-U
23998051904,Nicho Expositor miniaturas 1/64 10 Posicoes,Cinza Escuro,ORG-NICHO164,ORG-NICHO164-PLA-CNE-U
23998051904,Nicho Expositor miniaturas 1/64 10 Posicoes,Cinza Claro,ORG-NICHO164,ORG-NICHO164-PLA-CNC-U
58203679791,Eliminador Corta Neve Bajaj Dominar NS 400,-,AUT-BAJAJNS400,AUT-BAJAJNS400-PLA-STD-U
